commune,code_departement,dmaj,insee,region,departement,commune_1,appellation_courante,adresse_1,siecle,date_de_protection,precision_sur_la_protection,auteur,statut,description,historique,affectataire,adresse,ancienne_region,reference,contact,longitude,latitude,coordonnees,x_commune_code,x_commune_name,x_epci_code,x_epci_name,x_arrondissement_code,x_arrondissement_name,x_departement_code,x_departement_name,x_region_code,x_region_name
Merle-Leignec,42,2021-02-02,42142,Auvergne-Rhône-Alpes,Loire,Merle-Leignec,Eglise,,12e siècle;16e siècle,1978/08/04 : inscrit MH,Eglise (cad. AB 7) : inscription par arrêté du 4 août 1978,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117511,mediatheque.patrimoine@culture.gouv.fr,4.02518049225349,45.395752074622,"45.395752074622,4.02518049225349",42142,Merle-Leignec,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Merle-Leignec,42,2021-02-02,42142,Auvergne-Rhône-Alpes,Loire,Merle-Leignec,Croix de l'ancien cimetière,,15e siècle;16e siècle,1951/11/02 : classé MH,Croix en pierre du 15e siècle de l'ancien cimetière devant l'église : classement par arrêté du 2 novembre 1951,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117510,mediatheque.patrimoine@culture.gouv.fr,4.024919540512,45.3958214105744,"45.3958214105744,4.024919540512",42142,Merle-Leignec,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Merle-Leignec,42,2020-11-17,42142,Auvergne-Rhône-Alpes,Loire,Merle-Leignec,Eglise de Leignecq,,12e siècle,1937/10/01 : inscrit MH partiellement,Clocher : inscription par arrêté du 1er octobre 1937,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117512,mediatheque.patrimoine@culture.gouv.fr,,,,42142,Merle-Leignec,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Montarcher,42,2021-02-02,42146,Auvergne-Rhône-Alpes,Loire,Montarcher,Croix,Au carrefour de la V.C. 201 et du chemin rural,4e quart 15e siècle,1978/08/04 : inscrit MH,Croix (cad. NON CADASTRE ; DOMAINE PUBLIC) : inscription par arrêté du 4 août 1978,,propriété de la commune,,,,Au carrefour de la V.C. 201 et du chemin rural,Anciennement région de : Rhône-Alpes,PA00117513,mediatheque.patrimoine@culture.gouv.fr,3.99571877104509,45.4593831931084,"45.4593831931084,3.99571877104509",42146,Montarcher,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Montarcher,42,2021-02-02,42146,Auvergne-Rhône-Alpes,Loire,Montarcher,Eglise,,12e siècle;15e siècle;16e siècle,1938/03/15 : classé MH,Eglise : classement par arrêté du 15 mars 1938,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117514,mediatheque.patrimoine@culture.gouv.fr,3.99548226517834,45.4585371148977,"45.4585371148977,3.99548226517834",42146,Montarcher,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Montarcher,42,2021-02-02,42146,Auvergne-Rhône-Alpes,Loire,Montarcher,Enceinte fortifiée,,12e siècle,1938/03/15 : classé MH,Porte et restes de l'enceinte : classement par arrêté du 15 mars 1938,,,,,,,Anciennement région de : Rhône-Alpes,PA00117515,mediatheque.patrimoine@culture.gouv.fr,3.99498077431365,45.4583411669193,"45.4583411669193,3.99498077431365",42146,Montarcher,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Montbrison,42,2021-02-02,42147,Auvergne-Rhône-Alpes,Loire,Montbrison,Salle La Diana ou Salle des Etats de Forez,rue Florimond-Robertet,4e quart 13e siècle;3e quart 19e siècle,1875 : classé MH,Salle La Diana ou Salle des Etats de Forez : classement par liste de 1875,Lebrun (maître de l'oeuvre),propriété d'une société privée,,,,Florimond-Robertet (rue),Anciennement région de : Rhône-Alpes,PA00117528,mediatheque.patrimoine@culture.gouv.fr,4.06693409872155,45.605594679132,"45.605594679132,4.06693409872155",42147,Montbrison,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Montbrison,42,2020-11-17,42147,Auvergne-Rhône-Alpes,Loire,Montbrison,"Chapelle Sainte-Eugénie, à Moingt",,14e siècle;Gallo-romain,1992/12/14 : classé MH,Chapelle et anciens bâtiments conventuels (cad. AH 113) : classement par arrêté du 14 décembre 1992,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117518,mediatheque.patrimoine@culture.gouv.fr,,,,42147,Montbrison,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Montbrison,42,2021-02-02,42147,Auvergne-Rhône-Alpes,Loire,Montbrison,Hôtel de Vazelhes,1 rue du Palais-de-Justice,4e quart 18e siècle;1ère moitié 19e siècle,1982/05/17 : inscrit MH partiellement,"Façades et toitures sur rue et sur jardin du bâtiment principal et des deux ailes sur jardin ; hall d'entrée ; escalier de pierre avec sa rampe en fer forgé ; pièces suivantes avec leur décor : au rez-de-chaussée, antichambre Nord, salon, salle à manger, pièce en retour dans l'aile Ouest au premier étage, chambre Sud-Ouest (cad. BK 58) : inscription par arrêté du 17 mai 1982",,propriété privée,,,,Palais-de-Justice (rue du) 1,Anciennement région de : Rhône-Alpes,PA00117525,mediatheque.patrimoine@culture.gouv.fr,4.06363972765977,45.6099221372131,"45.6099221372131,4.06363972765977",42147,Montbrison,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Montbrison,42,2021-02-02,42147,Auvergne-Rhône-Alpes,Loire,Montbrison,Théâtre mixte gallo-romain,,Antiquité;Gallo-romain,1981/12/10 : classé MH,"Théâtre mixte gallo-romain (cad. AE 15, 17) : classement par arrêté du 10 décembre 1981",,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117531,mediatheque.patrimoine@culture.gouv.fr,4.07005087390691,45.5915064925079,"45.5915064925079,4.07005087390691",42147,Montbrison,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Montbrison,42,2021-02-02,42147,Auvergne-Rhône-Alpes,Loire,Montbrison,Enceinte,rue de l'Eglise ; rue de la Tour,13e siècle;16e siècle;4e quart 19e siècle,1982/11/23 : inscrit MH partiellement,"Tour dite du Moingt ; parties subsistantes du rempart Nord avec sa porte et au Sud (cad. AE 167, 109, 166) : inscription par arrêté du 23 novembre 1982",,propriété de la commune,,,,Eglise (rue de l') ; Tour (rue de la),Anciennement région de : Rhône-Alpes,PA00117524,mediatheque.patrimoine@culture.gouv.fr,4.07446359285843,45.5926300428791,"45.5926300428791,4.07446359285843",42147,Montbrison,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Montbrison,42,2020-11-17,42147,Auvergne-Rhône-Alpes,Loire,Montbrison,Couvent des Oratoriens (ancien),square d'Urfé,4e quart 18e siècle;1ère moitié 19e siècle,1941/10/04 : inscrit MH ; 1962/01/22 : inscrit MH,"Grand salon ; rampe du grand escalier : inscription par arrêté du 4 octobre 1941 ; Grand hall ; escalier d'honneur avec son décor d'époque Restauration (cad. E 151, 154, 156) : inscription par arrêté du 22 janvier 1962",,propriété du département,,,,Urfé (square d'),Anciennement région de : Rhône-Alpes,PA00117519,mediatheque.patrimoine@culture.gouv.fr,,,,42147,Montbrison,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Montbrison,42,2020-11-17,42147,Auvergne-Rhône-Alpes,Loire,Montbrison,Caserne de Vaux,,3e quart 18e siècle,1927/05/09 : inscrit MH partiellement,Porte d'entrée principale : inscription par arrêté du 9 mai 1927,DEVILLE François (maître de l'oeuvre),propriété de l'Etat,,,ministère chargé de la défense,,Anciennement région de : Rhône-Alpes,PA00117516,mediatheque.patrimoine@culture.gouv.fr,,,,42147,Montbrison,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Montbrison,42,2021-02-02,42147,Auvergne-Rhône-Alpes,Loire,Montbrison,Commanderie de Saint-Jean-des-Prés,11 impasse de la Commanderie,12e siècle;14e siècle;15e siècle,1990/12/20 : inscrit MH partiellement,Eglise (cad. BL 36) : inscription par arrêté du 20 décembre 1990,,propriété privée,,"La commanderie de Saint-Jean-des-Prés, rattachée à l'ordre des Hospitaliers de Saint-Jean de Jerusalem, a été fondée en 1154. Le seul bâtiment conservé est l'église, qui possède une nef romane du 12e siècle et un choeur des 14e-15e siècles, aménagé au 19e siècle en habitation sur trois niveaux. La voûte a été remplacée au 17e siècle par une charpente. Actuellement, l'église est désaffectée. Les bâtiments conventuels du 15e siècle ont été rasés en 1970.",,Commanderie (impasse de la) 11,Anciennement région de : Rhône-Alpes,PA00117692,mediatheque.patrimoine@culture.gouv.fr,4.06980352410333,45.607501234557,"45.607501234557,4.06980352410333",42147,Montbrison,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Montbrison,42,2021-02-02,42147,Auvergne-Rhône-Alpes,Loire,Montbrison,Hôtel Girard de Vaugirard,7 rue Saint-Pierre ; 6 rue des Clercs,15e siècle;16e siècle,2016/06/20 : inscrit MH,"L'hôtel particulier en totalité, ainsi que les parcelles sur lesquelles il se trouve (cad. BK 1048, 1049) : inscription par arrêté du 20 juin 2016",,propriété privée,,"Issu de la transformation à la fin du XVIe siècle de deux logis plus anciens, l'hôtel conserve aujourd'hui de nombreux éléments médiévaux et Renaissance. Il fut restructuré à la fin du 18e siècle et au 19e siècle, puis transformé en immeuble de logements au début du 20e siècle.",,Saint-Pierre (rue) 7 ; Clercs (rue des) 6,Anciennement région de : Rhône-Alpes,PA42000046,mediatheque.patrimoine@culture.gouv.fr,4.06450990291927,45.6090861914832,"45.6090861914832,4.06450990291927",42147,Montbrison,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Montbrison,42,2020-11-17,42147,Auvergne-Rhône-Alpes,Loire,Montbrison,Maison,1 rue du Marché,2e moitié 17e siècle,1979/11/07 : classé MH,Pièce du premier étage avec son décor peint (cad. BK 454) : classement par arrêté du 7 novembre 1979,,propriété privée,,,,Marché (rue du) 1,Anciennement région de : Rhône-Alpes,PA00117526,mediatheque.patrimoine@culture.gouv.fr,,,,42147,Montbrison,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Montbrison,42,2021-11-08,42147,Auvergne-Rhône-Alpes,Loire,Montbrison,Chapelle des Pénitents du Confalon,rue des Pénitents,2e quart 18e siècle,1946/07/10 : inscrit MH,Chapelle des Pénitents du Confalon : inscription par arrêté du 10 juillet 1946,,propriété de la commune,,,,Pénitents (rue des),Anciennement région de : Rhône-Alpes,PA00117517,mediatheque.patrimoine@culture.gouv.fr,4.06686449743165,45.6077298912486,"45.6077298912486,4.06686449743165",42147,Montbrison,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Montbrison,42,2020-11-17,42147,Auvergne-Rhône-Alpes,Loire,Montbrison,Couvent de la Visitation (ancien),,18e siècle,1964/06/11 : inscrit MH partiellement,Chapelle (cad. E 65p) : inscription par arrêté du 11 juin 1964,,propriété du département,,,,,Anciennement région de : Rhône-Alpes,PA00117520,mediatheque.patrimoine@culture.gouv.fr,,,,42147,Montbrison,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Montbrison,42,2021-02-02,42147,Auvergne-Rhône-Alpes,Loire,Montbrison,Eglise Notre-Dame,,13e siècle;14e siècle;15e siècle;16e siècle,1840 : classé MH,Eglise Notre-Dame : classement par liste de 1840,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117523,mediatheque.patrimoine@culture.gouv.fr,4.06625378246832,45.6056643517617,"45.6056643517617,4.06625378246832",42147,Montbrison,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Montbrison,42,2021-09-07,42147,Auvergne-Rhône-Alpes,Loire,Montbrison,Maison du 16e siècle dite maison des Lions,25 rue Martin-Bernard,4e quart 16e siècle,2012/10/05 : inscrit MH,"La maison en totalité, soient les habitations et leurs cours, ainsi que les parcelles BK 539 et 540 sur lesquelles elle se trouve : inscription par arrêté du 5 octobre 2012",,propriété privée,,"Il s'agit d'un bâtiment élevé sur trois niveaux. Un bandeau présentant quatre têtes de lions sépare le premier étage du premier niveau. A l'intérieur, des voûtements et des baies cintrées trahissent des éléments de la période moderne aux côtés des multiples interventions du 19e siècle. La salle d'apparat du premier étage conserve des traces de décor peint sur les murs et surtout un remarquable plafond à caissons. Les peintures du plafond représentent différentes espèces de fleurs.",,Martin-Bernard (rue) 25 ; Légouvés (rue des) 22,Anciennement région de : Rhône-Alpes,PA00117530,mediatheque.patrimoine@culture.gouv.fr,4.06483491730112,45.6077946033847,"45.6077946033847,4.06483491730112",42147,Montbrison,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Montbrison,42,2021-09-07,42147,Auvergne-Rhône-Alpes,Loire,Montbrison,Maison du 16e siècle avec porte datée de 1587,14 rue Martin-Bernard,4e quart 16e siècle,1949/12/29 : inscrit MH partiellement,Façade et toiture : inscription par arrêté du 29 décembre 1949,,propriété privée,,,,Martin-Bernard (rue) 14,Anciennement région de : Rhône-Alpes,PA00117529,mediatheque.patrimoine@culture.gouv.fr,4.06533186062134,45.6078526723519,"45.6078526723519,4.06533186062134",42147,Montbrison,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Montbrison,42,2021-02-02,42147,Auvergne-Rhône-Alpes,Loire,Montbrison,Monument aux morts,,1ère moitié 20e siècle,2019/03/13 : inscrit MH,Le monument aux morts situé dans le jardin d'Allard (cad. non cadastré) : inscription par arrêté du 13 mars 2019,Bartholomé Albert (sculpteur),propriété de la commune,,"""Le monument aux morts de Montbrison a été étudié par le service de l'Inventaire. Il est caractéristique d'un phénomène que l'on rencontre lorsque l'on se documente sur l'histoire des monuments aux morts, le passage du monument dédié à un héros à un monument collectif, significatif du 20e siècle, qui a souvent été qualifié de siècle de « la mort de masse ».
En effet, le monument de Montbrison a au départ été commandé à la mémoire de l'aviateur et sénateur de la Loire Emile Reymond (1865-1914). Celui-ci est le fils du député, puis sénateur de la Loire, Francisque Reymond, ami de Gambetta. Son fils lui succède au Sénat, devenant à 40 ans le benjamin de l'assemblée. Il est également chirurgien et un des pionniers de l'aviation. Il soutient en 1912 la création d'un corps d'aviateurs et la formation d'escadrilles de reconnaissance. Engagé comme aviateur, il décède le 22 octobre 1914 de manière héroïque suite à une mission de reconnaissance au nord de Toul. Un tableau de Bréauté représentant la mort de Reymond, dans la tradition picturale des « lits funéraires » est conservé au musée de Montbrison, ainsi qu'un buste au Sénat, Reymond étant le seul sénateur « tué à l'ennemi ». Un vitrail de l'église de Savigneux (42) l'évoque également. Son corps est rapatrié dans le caveau familial à Montbrison.
Un comité national est formé dès 1915 sous le haut patronage du président de la République ; en accord avec la veuve de Reymond, le sculpteur Albert Bartholomé est choisi pour réaliser ce monument.
Bartholomé décide d'un emplacement situé sur le rond-point à côté du portail monumental de la caserne du 26e régiment d'artillerie. Le monument est déplacé en 1980 par l'entreprise Comte dans le jardin d'Allard, jardin mémoriel et jardin d'agrément, déplacement qui est plutôt une valorisation du monument.
Cependant, le conseil municipal délibère dès 1915 afin que le monument Reymond devienne le monument à tous les Montbrisonnais morts au front, mais sans que le sculpteur ne soit informé de ce changement de programme. Il travaille sur un projet très sobre, présentant le buste du sénateur encadré de deux reliefs en méplat, représentant la Chirurgie et l'Aviation, rappelant selon T. Burollet la sculpture de Jean Goujon. Une citation de Reymond figure également sur le monument.
En 1917, avec l'accord de la veuve de Reymond, il est décidé que le monument devienne celui de tous les Montbrisonnais. Bien que cette décision modifie considérablement son projet, Bartholomé doit s'y soumettre et intègre au monument la présence de quatre soldats au pied du socle qui porte le buste de l'aviateur. Le monument est terminé en 1920.
Pour mémoire, Bartholomé est le sculpteur du monument aux morts du Père Lachaise, dont une maquette est conservée au musée des beaux-arts de Lyon, ou de La Vérité, la Philosophie et la Nature (1910) du musée d'Orsay (partie d'un monument à Rousseau au Panthéon).""",,,Ancienne région de : Rhône-Alpes,PA42000049,mediatheque.patrimoine@culture.gouv.fr,4.060571643479782,45.60829529787236,"45.60829529787236,4.060571643479782",42147,Montbrison,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Montbrison,42,2021-02-02,42147,Auvergne-Rhône-Alpes,Loire,Montbrison,Croix,,2e quart 17e siècle,1949/12/29 : inscrit MH,Croix sise à Estiallet : inscription par arrêté du 29 décembre 1949,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117521,mediatheque.patrimoine@culture.gouv.fr,4.06656855846784,45.6057012835,"45.6057012835,4.06656855846784",42147,Montbrison,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
